"Statistic Label","CensusYear","Sex","Age Group","Towns","UNIT","VALUE"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Banagher, Co Offaly","Number","5"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Kinnegad, Co Westmeath","Number","11"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Killucan-Rathwire, Co Westmeath","Number","5"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Mullingar, Co Westmeath","Number","54"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Kilbeggan, Co Westmeath","Number","3"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Moate, Co Westmeath","Number","5"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Athlone, Counties Westmeath & Roscommon","Number","33"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Courtown, Co Wexford","Number","14"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Gorey, Co Wexford","Number","33"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Rosslare Harbour, Co Wexford","Number","3"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Rosslare, Co Wexford","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Castlebridge, Co Wexford","Number","2"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Wexford, Co Wexford","Number","24"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Enniscorthy, Co Wexford","Number","36"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Bunclody, Counties Wexford & Carlow","Number","5"
"Population with a disability to a great extent","2022","Male","5 - 9 years","New Ross, Wexford & Kilkenny","Number","14"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Wicklow, Co Wicklow","Number","26"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Kilcoole, Co Wicklow","Number","11"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Greystones-Delgany, Co Wicklow","Number","35"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Rathnew, Co Wicklow","Number","15"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Newtownmountkennedy, Co Wicklow","Number","8"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Ashford, Co Wicklow","Number","3"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Bray, Counties Wicklow & Dublin","Number","47"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Arklow, Co Wicklow","Number","41"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Enniskerry, Co Wicklow","Number","2"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Rathdrum, Co Wicklow","Number","2"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Blessington, Counties Wicklow & Kildare","Number","15"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Baltinglass, Co Wicklow","Number","5"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Killaloe, Co Clare","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Sixmilebridge, Co Clare","Number","7"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Shannon, Co Clare","Number","32"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Newmarket-On-Fergus, Co Clare","Number","3"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Ennis, Co Clare","Number","64"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Kilrush, Co Clare","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Cork city and suburbs, Co Cork","Number","355"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Blarney, Co Cork","Number","6"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Tower, Co Cork","Number","6"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Youghal, Co Cork","Number","24"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Castlemartyr, Co Cork","Number","6"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Cloyne, Co Cork","Number","8"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Midleton, Co Cork","Number","32"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Mitchelstown, Co Cork","Number","5"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Carrigtwohill, Co Cork","Number","18"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Fermoy, Co Cork","Number","12"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Rathcormac, Co Cork","Number","6"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Crosshaven, Co Cork","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Cobh, Co Cork","Number","35"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Passage West-Monkstown, Co Cork","Number","6"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Watergrasshill, Co Cork","Number","6"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Carrigaline, Co Cork","Number","53"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Kinsale, Co Cork","Number","10"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Mallow, Co Cork","Number","39"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Charleville, Co Cork","Number","8"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Bandon, Co Cork","Number","22"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Clonakilty, Co Cork","Number","11"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Kanturk, Co Cork","Number","6"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Macroom, Co Cork","Number","7"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Millstreet, Co Cork","Number","3"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Dunmanway, Co Cork","Number","3"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Skibbereen, Co Cork","Number","7"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Bantry, Co Cork","Number","1"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Castleisland, Co Kerry","Number","3"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Listowel, Co Kerry","Number","12"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Killarney, Co Kerry","Number","21"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Kenmare, Co Kerry","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Ballybunion, Co Kerry","Number","2"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Tralee, Co Kerry","Number","47"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Killorglin, Co Kerry","Number","2"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Dingle-Daingean Uí Chuis, Co Kerry","Number","1"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Limerick city and suburbs, Counties Limerick & Clare","Number","180"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Caherconlish, Co Limerick","Number","7"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Castleconnell, Co Limerick","Number","3"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Annacotty, Co Limerick","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Kilmallock, Co Limerick","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Newcastle West, Co Limerick","Number","21"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Abbeyfeale, Co Limerick","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Roscrea, Co Tipperary","Number","15"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Thurles, Co Tipperary","Number","14"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Templemore, Co Tipperary","Number","4"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Nenagh, Co Tipperary","Number","20"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Newport, Co Tipperary","Number","8"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Ballina, Co Tipperary","Number","1"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Carrick-on-Suir, Co Tipperary","Number","11"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Fethard, Co Tipperary","Number","6"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Clonmel, Counties Tipperary & Waterford","Number","42"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Cashel, Co Tipperary","Number","5"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Cahir, Co Tipperary","Number","5"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Tipperary, Co Tipperary","Number","17"
"Population with a disability to a great extent","2022","Male","5 - 9 years","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","106"
